English,Emoji,emoji_list
clear case,[EM]check mark[EM]briefcase[EM],"[':check_mark:', ':briefcase:']"
clear case,[EM]eyes[EM]speaking head[EM],"[':eyes:', ':speaking_head:']"
clear case,[EM]window[EM]briefcase[EM],"[':window:', ':briefcase:']"
clear case,[EM]check mark[EM]briefcase[EM],"[':check_mark:', ':briefcase:']"
clear case,[EM]detective[EM]microscope[EM]kitchen knife[EM]drop of blood[EM]light bulb[EM],"[':detective:', ':microscope:', ':kitchen_knife:', ':drop_of_blood:', ':light_bulb:']"
clear case,[EM]open file folder[EM],[':open_file_folder:']
clear idea,[EM]magnifying glass tilted right[EM]light bulb[EM],"[':magnifying_glass_tilted_right:', ':light_bulb:']"
clear idea,[EM]check mark[EM]light bulb[EM],"[':check_mark:', ':light_bulb:']"
clear idea,[EM]brain[EM]astonished face[EM]OK button[EM],"[':brain:', ':astonished_face:', ':OK_button:']"
clear idea,[EM]window[EM]light bulb[EM],"[':window:', ':light_bulb:']"
clear idea,[EM]check mark[EM]light bulb[EM],"[':check_mark:', ':light_bulb:']"
clear idea,[EM]thinking face[EM]thought balloon[EM]light bulb[EM]check mark button[EM],"[':thinking_face:', ':thought_balloon:', ':light_bulb:', ':check_mark_button:']"
clear idea,[EM]bookmark tabs[EM]thumbs up light skin tone[EM],"[':bookmark_tabs:', ':thumbs_up_light_skin_tone:']"
clear explanation,[EM]magnifying glass tilted right[EM]speaking head[EM],"[':magnifying_glass_tilted_right:', ':speaking_head:']"
clear explanation,[EM]check mark[EM]speaking head[EM],"[':check_mark:', ':speaking_head:']"
clear explanation,[EM]speech balloon[EM]astonished face[EM]OK button[EM],"[':speech_balloon:', ':astonished_face:', ':OK_button:']"
clear explanation,[EM]woman teacher[EM]hundred points[EM]speaking head[EM],"[':woman_teacher:', ':hundred_points:', ':speaking_head:']"
clear explanation,[EM]speaking head[EM]light bulb[EM],"[':speaking_head:', ':light_bulb:']"
clear explanation,[EM]thinking face[EM]white question mark[EM]man teacher[EM]speaking head[EM]light bulb[EM]check mark button[EM]grinning face[EM],"[':thinking_face:', ':white_question_mark:', ':man_teacher:', ':speaking_head:', ':light_bulb:', ':check_mark_button:', ':grinning_face:']"
clear explanation,[EM]thumbs up light skin tone[EM]speaking head[EM],"[':thumbs_up_light_skin_tone:', ':speaking_head:']"
clear glass,[EM]magnifying glass tilted right[EM]glass of milk[EM],"[':magnifying_glass_tilted_right:', ':glass_of_milk:']"
clear glass,[EM]check mark[EM]glass of milk[EM],"[':check_mark:', ':glass_of_milk:']"
clear glass,[EM]tumbler glass[EM]sparkles[EM],"[':tumbler_glass:', ':sparkles:']"
clear glass,[EM]glasses[EM]tumbler glass[EM],"[':glasses:', ':tumbler_glass:']"
clear glass,[EM]check mark[EM]glass of milk[EM],"[':check_mark:', ':glass_of_milk:']"
clear glass,[EM]glasses[EM]magnifying glass tilted left[EM]sparkles[EM]sparkles[EM],"[':glasses:', ':magnifying_glass_tilted_left:', ':sparkles:', ':sparkles:']"
clear glass,[EM]tumbler glass[EM]magnifying glass tilted right[EM],"[':tumbler_glass:', ':magnifying_glass_tilted_right:']"
clear water,[EM]magnifying glass tilted right[EM]sweat droplets[EM],"[':magnifying_glass_tilted_right:', ':sweat_droplets:']"
clear water,[EM]check mark[EM]droplet[EM],"[':check_mark:', ':droplet:']"
clear water,[EM]droplet[EM]droplet[EM]sparkles[EM],"[':droplet:', ':droplet:', ':sparkles:']"
clear water,[EM]thumbs up[EM]sweat droplets[EM]droplet[EM],"[':thumbs_up:', ':sweat_droplets:', ':droplet:']"
clear water,[EM]check mark[EM]droplet[EM],"[':check_mark:', ':droplet:']"
clear water,[EM]droplet[EM]droplet[EM]microscope[EM]sparkles[EM]cross mark[EM]microbe[EM],"[':droplet:', ':droplet:', ':microscope:', ':sparkles:', ':cross_mark:', ':microbe:']"
clear water,[EM]droplet[EM]white circle[EM],"[':droplet:', ':white_circle:']"
clear-cut evidence,[EM]magnifying glass tilted right[EM]bookmark tabs[EM],"[':magnifying_glass_tilted_right:', ':bookmark_tabs:']"
clear-cut evidence,[EM]check mark[EM]page with curl[EM],"[':check_mark:', ':page_with_curl:']"
clear-cut evidence,[EM]antenna bars[EM]face with open mouth[EM]sparkles[EM]thumbs up[EM],"[':antenna_bars:', ':face_with_open_mouth:', ':sparkles:', ':thumbs_up:']"
clear-cut evidence,[EM]magnifying glass tilted left[EM]man detective[EM]party popper[EM],"[':magnifying_glass_tilted_left:', ':man_detective:', ':party_popper:']"
clear-cut evidence,[EM]detective[EM]scissors[EM]scroll[EM],"[':detective:', ':scissors:', ':scroll:']"
clear-cut evidence,[EM]kitchen knife[EM]red question mark[EM]microscope[EM]light bulb[EM]check mark[EM],"[':kitchen_knife:', ':red_question_mark:', ':microscope:', ':light_bulb:', ':check_mark:']"
clear-cut evidence,[EM]scroll[EM]magnifying glass tilted right[EM],"[':scroll:', ':magnifying_glass_tilted_right:']"
unclear action,[EM]thinking face[EM]woman running[EM],"[':thinking_face:', ':woman_running:']"
unclear action,[EM]cross mark[EM]chess pawn[EM],"[':cross_mark:', ':chess_pawn:']"
unclear action,[EM]face with raised eyebrow[EM]face with monocle[EM]woman shrugging[EM]man shrugging[EM],"[':face_with_raised_eyebrow:', ':face_with_monocle:', ':woman_shrugging:', ':man_shrugging:']"
unclear action,[EM]red question mark[EM]red question mark[EM]red question mark[EM],"[':red_question_mark:', ':red_question_mark:', ':red_question_mark:']"
unclear action,[EM]man dancing[EM]thinking face[EM],"[':man_dancing:', ':thinking_face:']"
unclear action,[EM]man teacher[EM]speaking head[EM]memo[EM]red question mark[EM]red question mark[EM]red question mark[EM],"[':man_teacher:', ':speaking_head:', ':memo:', ':red_question_mark:', ':red_question_mark:', ':red_question_mark:']"
unclear action,[EM]red question mark[EM]face with raised eyebrow[EM],"[':red_question_mark:', ':face_with_raised_eyebrow:']"
deep trance,[EM]hole[EM]eyes[EM],"[':hole:', ':eyes:']"
deep trance,[EM]Aquarius[EM]face with crossed-out eyes[EM],"[':Aquarius:', ':face_with_crossed-out_eyes:']"
deep trance,[EM]face with crossed-out eyes[EM],[':face_with_crossed-out_eyes:']
deep trance,[EM]face with spiral eyes[EM],[':face_with_spiral_eyes:']
deep trance,[EM]face with spiral eyes[EM]face without mouth[EM],"[':face_with_spiral_eyes:', ':face_without_mouth:']"
deep trance,[EM]face with spiral eyes[EM],[':face_with_spiral_eyes:']
deep trance,[EM]man in lotus position[EM],[':man_in_lotus_position:']
deep trance,[EM]face with spiral eyes[EM]down arrow[EM],"[':face_with_spiral_eyes:', ':down_arrow:']"
deep sigh,[EM]hole[EM]face exhaling[EM],"[':hole:', ':face_exhaling:']"
deep sigh,[EM]disappointed face[EM]disappointed face[EM],"[':disappointed_face:', ':disappointed_face:']"
deep sigh,[EM]face exhaling[EM],[':face_exhaling:']
deep sigh,[EM]face exhaling[EM],[':face_exhaling:']
deep sigh,[EM]face exhaling[EM]sad but relieved face[EM]confused face[EM],"[':face_exhaling:', ':sad_but_relieved_face:', ':confused_face:']"
deep sigh,[EM]face exhaling[EM],[':face_exhaling:']
deep sigh,[EM]face exhaling[EM]face exhaling[EM],"[':face_exhaling:', ':face_exhaling:']"
deep sigh,[EM]face with steam from nose[EM]wind face[EM],"[':face_with_steam_from_nose:', ':wind_face:']"
deep cut,[EM]hole[EM]scissors[EM],"[':hole:', ':scissors:']"
deep cut,[EM]face with head-bandage[EM]scissors[EM],"[':face_with_head-bandage:', ':scissors:']"
deep cut,[EM]kitchen knife[EM]kitchen knife[EM]kitchen knife[EM],"[':kitchen_knife:', ':kitchen_knife:', ':kitchen_knife:']"
deep cut,[EM]drop of blood[EM]face screaming in fear[EM]face with crossed-out eyes[EM]kitchen knife[EM],"[':drop_of_blood:', ':face_screaming_in_fear:', ':face_with_crossed-out_eyes:', ':kitchen_knife:']"
deep cut,[EM]index pointing up[EM]kitchen knife[EM]drop of blood[EM]drop of blood[EM],"[':index_pointing_up:', ':kitchen_knife:', ':drop_of_blood:', ':drop_of_blood:']"
deep cut,[EM]scissors[EM]drop of blood[EM],"[':scissors:', ':drop_of_blood:']"
deep cut,[EM]face with head-bandage[EM],[':face_with_head-bandage:']
deep cut,[EM]drop of blood[EM]face with head-bandage[EM],"[':drop_of_blood:', ':face_with_head-bandage:']"
deep voice,[EM]hole[EM]speaking head[EM],"[':hole:', ':speaking_head:']"
deep voice,[EM]thinking face[EM]speaking head[EM],"[':thinking_face:', ':speaking_head:']"
deep voice,[EM]bear[EM]microphone[EM],"[':bear:', ':microphone:']"
deep voice,[EM]speaking head[EM]man white hair[EM],"[':speaking_head:', ':man_white_hair:']"
deep voice,[EM]speaking head[EM]speaker high volume[EM]downwards button[EM],"[':speaking_head:', ':speaker_high_volume:', ':downwards_button:']"
deep voice,[EM]speaking head[EM],[':speaking_head:']
deep voice,[EM]speaking head[EM]deaf man[EM],"[':speaking_head:', ':deaf_man:']"
deep voice,[EM]speaking head[EM]down arrow[EM],"[':speaking_head:', ':down_arrow:']"
deep emotion,[EM]hole[EM]face savoring food[EM],"[':hole:', ':face_savoring_food:']"
deep emotion,[EM]thinking face[EM]thinking face[EM],"[':thinking_face:', ':thinking_face:']"
deep emotion,[EM]loudly crying face[EM]water wave[EM],"[':loudly_crying_face:', ':water_wave:']"
deep emotion,[EM]face with monocle[EM]exploding head[EM],"[':face_with_monocle:', ':exploding_head:']"
deep emotion,[EM]fast down button[EM]crying face[EM]loudly crying face[EM],"[':fast_down_button:', ':crying_face:', ':loudly_crying_face:']"
deep emotion,[EM]face with symbols on mouth[EM]exploding head[EM]loudly crying face[EM]pensive face[EM],"[':face_with_symbols_on_mouth:', ':exploding_head:', ':loudly_crying_face:', ':pensive_face:']"
deep emotion,[EM]face without mouth[EM],[':face_without_mouth:']
deep emotion,[EM]confounded face[EM]pleading face[EM]face with steam from nose[EM],"[':confounded_face:', ':pleading_face:', ':face_with_steam_from_nose:']"
deep concentration,[EM]hole[EM]shushing face[EM],"[':hole:', ':shushing_face:']"
deep concentration,[EM]thinking face[EM]face with monocle[EM],"[':thinking_face:', ':face_with_monocle:']"
deep concentration,[EM]face with crossed-out eyes[EM]face with crossed-out eyes[EM]face with crossed-out eyes[EM],"[':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:']"
deep concentration,[EM]face with monocle[EM]woman technologist[EM]pencil[EM],"[':face_with_monocle:', ':woman_technologist:', ':pencil:']"
deep concentration,[EM]fast down button[EM]face with monocle[EM]nerd face[EM],"[':fast_down_button:', ':face_with_monocle:', ':nerd_face:']"
deep concentration,[EM]thinking face[EM],[':thinking_face:']
deep concentration,[EM]open book[EM],[':open_book:']
deep concentration,[EM]page with curl[EM]page facing up[EM]nerd face[EM]face with spiral eyes[EM],"[':page_with_curl:', ':page_facing_up:', ':nerd_face:', ':face_with_spiral_eyes:']"
deep sleep,[EM]hole[EM]person in bed[EM],"[':hole:', ':person_in_bed:']"
deep sleep,[EM]sleeping face[EM]sleepy face[EM]person in bed[EM],"[':sleeping_face:', ':sleepy_face:', ':person_in_bed:']"
deep sleep,[EM]sleeping face[EM]sleeping face[EM]sleeping face[EM],"[':sleeping_face:', ':sleeping_face:', ':sleeping_face:']"
deep sleep,[EM]sleepy face[EM]drooling face[EM]sleeping face[EM]face with crossed-out eyes[EM],"[':sleepy_face:', ':drooling_face:', ':sleeping_face:', ':face_with_crossed-out_eyes:']"
deep sleep,[EM]sleeping face[EM]person in bed[EM]zzz[EM]zzz[EM],"[':sleeping_face:', ':person_in_bed:', ':zzz:', ':zzz:']"
deep sleep,[EM]sleepy face[EM]zzz[EM],"[':sleepy_face:', ':zzz:']"
deep sleep,[EM]sleeping face[EM]sleeping face[EM],"[':sleeping_face:', ':sleeping_face:']"
deep sleep,[EM]sleeping face[EM]sleeping face[EM]zzz[EM]zzz[EM],"[':sleeping_face:', ':sleeping_face:', ':zzz:', ':zzz:']"
deep breath,[EM]hole[EM]face exhaling[EM],"[':hole:', ':face_exhaling:']"
deep breath,[EM]face with open mouth[EM]lungs[EM],"[':face_with_open_mouth:', ':lungs:']"
deep breath,[EM]face exhaling[EM]face exhaling[EM]face exhaling[EM],"[':face_exhaling:', ':face_exhaling:', ':face_exhaling:']"
deep breath,[EM]face exhaling[EM],[':face_exhaling:']
deep breath,[EM]yawning face[EM]face with open mouth[EM]face exhaling[EM],"[':yawning_face:', ':face_with_open_mouth:', ':face_exhaling:']"
deep breath,[EM]face exhaling[EM],[':face_exhaling:']
deep breath,[EM]nose[EM]dashing away[EM],"[':nose:', ':dashing_away:']"
deep breath,[EM]wind face[EM]lungs[EM],"[':wind_face:', ':lungs:']"
high price,[EM]heavy dollar sign[EM]heavy dollar sign[EM]heavy dollar sign[EM]heavy dollar sign[EM],"[':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']"
high price,[EM]TOP arrow[EM]money with wings[EM],"[':TOP_arrow:', ':money_with_wings:']"
high price,[EM]up arrow[EM]heavy dollar sign[EM],"[':up_arrow:', ':heavy_dollar_sign:']"
high price,[EM]TOP arrow[EM]dollar banknote[EM]money with wings[EM],"[':TOP_arrow:', ':dollar_banknote:', ':money_with_wings:']"
high price,[EM]money with wings[EM]money-mouth face[EM]bank[EM],"[':money_with_wings:', ':money-mouth_face:', ':bank:']"
high price,[EM]label[EM]money bag[EM],"[':label:', ':money_bag:']"
high price,[EM]ladder[EM]heavy dollar sign[EM],"[':ladder:', ':heavy_dollar_sign:']"
high price,[EM]heavy dollar sign[EM]exploding head[EM]backhand index pointing up[EM],"[':heavy_dollar_sign:', ':exploding_head:', ':backhand_index_pointing_up:']"
high forehead,[EM]man bald[EM]pinching hand[EM],"[':man_bald:', ':pinching_hand:']"
high forehead,[EM]TOP arrow[EM]woman bald[EM],"[':TOP_arrow:', ':woman_bald:']"
high forehead,[EM]up arrow[EM]old man[EM],"[':up_arrow:', ':old_man:']"
high forehead,[EM]man bald[EM]cross mark[EM]boy[EM]man[EM],"[':man_bald:', ':cross_mark:', ':boy:', ':man:']"
high forehead,[EM]up arrow[EM]woman bald[EM],"[':up_arrow:', ':woman_bald:']"
high forehead,[EM]index pointing up[EM]man bald[EM],"[':index_pointing_up:', ':man_bald:']"
high forehead,[EM]ladder[EM]woman facepalming light skin tone[EM],"[':ladder:', ':woman_facepalming_light_skin_tone:']"
high forehead,[EM]man bald[EM]backhand index pointing up[EM],"[':man_bald:', ':backhand_index_pointing_up:']"
high hope,[EM]smiling face with halo[EM]folded hands[EM],"[':smiling_face_with_halo:', ':folded_hands:']"
high hope,[EM]TOP arrow[EM]star of David[EM],"[':TOP_arrow:', ':star_of_David:']"
high hope,[EM]up arrow[EM]smiling face[EM],"[':up_arrow:', ':smiling_face:']"
high hope,[EM]TOP arrow[EM]crossed fingers[EM]folded hands[EM]shooting star[EM]dizzy[EM]four leaf clover[EM]smiling face with open hands[EM],"[':TOP_arrow:', ':crossed_fingers:', ':folded_hands:', ':shooting_star:', ':dizzy:', ':four_leaf_clover:', ':smiling_face_with_open_hands:']"
high hope,[EM]up arrow[EM]smiling face with halo[EM]crossed fingers[EM],"[':up_arrow:', ':smiling_face_with_halo:', ':crossed_fingers:']"
high hope,[EM]up arrow[EM]folded hands[EM],"[':up_arrow:', ':folded_hands:']"
high hope,[EM]ladder[EM]folded hands medium-light skin tone[EM],"[':ladder:', ':folded_hands_medium-light_skin_tone:']"
high hope,[EM]folded hands[EM]relieved face[EM]backhand index pointing up[EM],"[':folded_hands:', ':relieved_face:', ':backhand_index_pointing_up:']"
high building,[EM]TOP arrow[EM]office building[EM],"[':TOP_arrow:', ':office_building:']"
high building,[EM]TOP arrow[EM]Tokyo tower[EM],"[':TOP_arrow:', ':Tokyo_tower:']"
high building,[EM]up arrow[EM]Tokyo tower[EM],"[':up_arrow:', ':Tokyo_tower:']"
high building,[EM]TOP arrow[EM]office building[EM]cityscape at dusk[EM],"[':TOP_arrow:', ':office_building:', ':cityscape_at_dusk:']"
high building,[EM]Tokyo tower[EM]castle[EM]Japanese castle[EM],"[':Tokyo_tower:', ':castle:', ':Japanese_castle:']"
high building,[EM]up arrow[EM]cityscape[EM],"[':up_arrow:', ':cityscape:']"
high building,[EM]ladder[EM]office building[EM],"[':ladder:', ':office_building:']"
high building,[EM]office building[EM]backhand index pointing up[EM],"[':office_building:', ':backhand_index_pointing_up:']"
high mountain,[EM]snow-capped mountain[EM]astonished face[EM],"[':snow-capped_mountain:', ':astonished_face:']"
high mountain,[EM]TOP arrow[EM]mount fuji[EM],"[':TOP_arrow:', ':mount_fuji:']"
high mountain,[EM]up arrow[EM]snow-capped mountain[EM],"[':up_arrow:', ':snow-capped_mountain:']"
high mountain,[EM]TOP arrow[EM]mountain[EM],"[':TOP_arrow:', ':mountain:']"
high mountain,[EM]mountain[EM]snow-capped mountain[EM]mount fuji[EM],"[':mountain:', ':snow-capped_mountain:', ':mount_fuji:']"
high mountain,[EM]up arrow[EM]mountain[EM],"[':up_arrow:', ':mountain:']"
high mountain,[EM]ladder[EM]snow-capped mountain[EM],"[':ladder:', ':snow-capped_mountain:']"
high mountain,[EM]snow-capped mountain[EM]backhand index pointing up[EM],"[':snow-capped_mountain:', ':backhand_index_pointing_up:']"
high temperature,[EM]sun[EM]hot springs[EM]hot face[EM]thermometer[EM],"[':sun:', ':hot_springs:', ':hot_face:', ':thermometer:']"
high temperature,[EM]TOP arrow[EM]hot face[EM],"[':TOP_arrow:', ':hot_face:']"
high temperature,[EM]thermometer[EM]face with thermometer[EM],"[':thermometer:', ':face_with_thermometer:']"
high temperature,[EM]face with thermometer[EM]woozy face[EM]hot face[EM],"[':face_with_thermometer:', ':woozy_face:', ':hot_face:']"
high temperature,[EM]hot face[EM]hot springs[EM]sun[EM]bed[EM],"[':hot_face:', ':hot_springs:', ':sun:', ':bed:']"
high temperature,[EM]thermometer[EM]sun[EM],"[':thermometer:', ':sun:']"
high temperature,[EM]face with thermometer[EM],[':face_with_thermometer:']
high temperature,[EM]thermometer[EM]face with thermometer[EM]backhand index pointing up[EM],"[':thermometer:', ':face_with_thermometer:', ':backhand_index_pointing_up:']"
high ceiling,[EM]sun[EM]hot springs[EM]hot face[EM]thermometer[EM],"[':sun:', ':hot_springs:', ':hot_face:', ':thermometer:']"
high ceiling,[EM]TOP arrow[EM]hot face[EM],"[':TOP_arrow:', ':hot_face:']"
high ceiling,[EM]hot face[EM]sun[EM],"[':hot_face:', ':sun:']"
high ceiling,[EM]face with thermometer[EM]woozy face[EM]hot face[EM],"[':face_with_thermometer:', ':woozy_face:', ':hot_face:']"
high ceiling,[EM]hot face[EM]hot springs[EM]sun[EM]bed[EM],"[':hot_face:', ':hot_springs:', ':sun:', ':bed:']"
high ceiling,[EM]thermometer[EM]sun[EM],"[':thermometer:', ':sun:']"
high ceiling,[EM]face with thermometer[EM],[':face_with_thermometer:']
high ceiling,[EM]thermometer[EM]face with thermometer[EM]backhand index pointing up[EM],"[':thermometer:', ':face_with_thermometer:', ':backhand_index_pointing_up:']"
high risk,[EM]face with medical mask[EM]warning[EM]skull and crossbones[EM],"[':face_with_medical_mask:', ':warning:', ':skull_and_crossbones:']"
high risk,[EM]TOP arrow[EM]skull and crossbones[EM],"[':TOP_arrow:', ':skull_and_crossbones:']"
high risk,[EM]radioactive[EM]biohazard[EM]warning[EM],"[':radioactive:', ':biohazard:', ':warning:']"
high risk,[EM]TOP arrow[EM]SOS button[EM],"[':TOP_arrow:', ':SOS_button:']"
high risk,[EM]mount fuji[EM]skull and crossbones[EM]biohazard[EM],"[':mount_fuji:', ':skull_and_crossbones:', ':biohazard:']"
high risk,[EM]skull[EM]red exclamation mark[EM],"[':skull:', ':red_exclamation_mark:']"
high risk,[EM]warning[EM]warning[EM]warning[EM],"[':warning:', ':warning:', ':warning:']"
high risk,[EM]radioactive[EM]biohazard[EM]person gesturing NO[EM]backhand index pointing up[EM],"[':radioactive:', ':biohazard:', ':person_gesturing_NO:', ':backhand_index_pointing_up:']"
